0.000498642,-0.000920421,-0.00129813
0.00218423,0.00189828,-0.00554852
0.00824694,0.00740749,-0.00961627
0.00524822,0.00495192,-0.0124135
0.00809776,0.00703553,-0.0123846
0.00540135,0.00731356,-0.0146122
0.000528023,0.00394571,-0.010041
-0.0030103,0.000121152,-0.00457578
-0.00298893,0.00110152,-0.00371186
-0.000719008,0.00209377,-0.00125487
-0.00531114,0.00058302,-0.000773303
-0.00272261,0.000756211,0.00405014
0.00466615,0.00515795,0.00216174
0.00706661,0.00706608,0.0108149
0.00354263,0.00332656,0.0155957
0.00810127,0.00789583,0.0234662
0.00793368,0.00853473,0.0347602
0.00795364,0.0106356,0.0506208
0.00587918,0.0123318,0.0790771
0.00776699,0.0148608,0.0906906
0.00766297,0.0144193,0.116853
0.0103956,0.0168921,0.131096
0.00847692,0.0142173,0.150599
0.00557775,0.0117843,0.16131
0.00768784,0.0129695,0.179893
0.0112535,0.0142061,0.209601
0.0100661,0.0148452,0.226173
0.00527218,0.0181306,0.255851
0.00257804,0.0173513,0.271737
0.001027,0.014716,0.293329
0.00229039,0.0123414,0.314958
0.00302178,0.012519,0.332107
0.00311627,0.0148401,0.33987
-0.0031136,0.00872446,0.369118
-0.00744054,0.00785418,0.401157
-0.000532389,0.0144026,0.420781
0.00461969,0.0175625,0.436835
0.00685096,0.0182707,0.451662
0.00141886,0.0186045,0.48345
0.00442378,0.0182693,0.516253
0.00195056,0.017391,0.527462
0.00558278,0.0170565,0.542783
0.00629952,0.0173897,0.573425
-4.58452e-05,0.0268102,0.585252
-0.00235762,0.0274408,0.604082
-0.0242836,0.0241227,0.618488
-0.0275907,0.0230483,0.643367
-0.0297221,0.0191357,0.658651
-0.00320871,0.0293252,0.700565
-0.00718604,0.0324566,0.718325
-0.0126999,0.0255308,0.736305
-0.0105502,0.0208841,0.73966
0.0126263,0.0449416,0.768042
0.0105397,0.0410562,0.781236
0.00282957,0.0403978,0.804372
-0.00650815,0.0307911,0.835792
0.00131803,0.0297365,0.845518
-0.0272576,0.0295542,0.888401
-0.0272576,0.0295542,0.888401
-0.0398144,0.0136191,0.89973
-0.04396,0.00703999,0.902632
-0.0505644,0.0207625,0.932827
-0.0493563,0.0278161,0.948688
-0.0449043,0.0219678,0.963621
-0.0462593,0.0229869,0.984069
-0.0463567,0.0253089,1.01442
-0.0421666,0.0236754,1.02537
-0.0435338,0.0229024,1.03964
-0.0353067,0.0236883,1.0711
-0.0403126,0.0229316,1.10607
-0.0398698,0.015617,1.13067
-0.0601039,0.0213781,1.14641
-0.052726,0.024474,1.1565
-0.049357,0.0324233,1.17951
-0.0544677,0.0437586,1.19459
-0.0440112,0.0487522,1.21053
-0.0517409,0.0467019,1.22961
-0.0586352,0.0487111,1.24471
-0.0552941,0.0453888,1.27786
-0.0551435,0.0455321,1.29948
-0.0585735,0.0403612,1.31655
-0.0622589,0.0439411,1.33353
-0.055273,0.0400198,1.35527
-0.0526856,0.0282634,1.38998
-0.0668227,0.0358499,1.41457
-0.0596398,0.0281515,1.44221
-0.0810523,0.0260885,1.46053
-0.0841878,0.0221156,1.48406
-0.0794266,0.0164087,1.50659
-0.0856584,0.0155773,1.52528
-0.0923023,0.0162072,1.53953
-0.102657,0.024534,1.56029
-0.105595,0.025337,1.58041
-0.110974,0.0175652,1.59294
-0.107697,0.0196966,1.61797
-0.112089,0.0321834,1.63067
-0.112755,0.0387953,1.65903
-0.11041,0.0346716,1.67599
-0.101058,0.0199866,1.70432
-0.09993,0.0226378,1.73261
-0.102025,0.0255408,1.74998
-0.1107,0.0282069,1.76382
-0.104963,0.0240393,1.79326
-0.109007,0.0268518,1.80223
-0.107464,0.0276754,1.82189
-0.103324,0.0281944,1.83216
-0.104369,0.0290185,1.84285
-0.103464,0.0270518,1.85387
-0.104453,0.0303315,1.86149
-0.107522,0.0290815,1.86636
-0.107772,0.0295157,1.86361
-0.110409,0.0323482,1.8545
-0.105352,0.0297015,1.85975
-0.107495,0.0281674,1.86278
-0.102315,0.0284951,1.87068
-0.102797,0.0302097,1.87097
-0.101677,0.0346817,1.86642
-0.102059,0.0350293,1.8672
-0.0968526,0.0395714,1.86066
-0.0974897,0.0403012,1.8607
-0.0890438,0.0454316,1.85813
-0.0853072,0.0449056,1.86023
-0.081724,0.0523962,1.8544
-0.0790842,0.0552835,1.85256
-0.0873118,0.0572394,1.85309
-0.0890572,0.0667422,1.85136
-0.08395,0.0674246,1.84867
-0.0802792,0.0696885,1.85833
-0.0829632,0.0690989,1.85778
-0.0776669,0.0655175,1.87513
-0.0710092,0.0688843,1.88095
-0.0694943,0.0703651,1.88396
-0.064674,0.0680075,1.89067
-0.0625254,0.0664813,1.89001
-0.0639195,0.063202,1.89606
-0.063863,0.0618298,1.89191
-0.0527906,0.0633378,1.89047
-0.0466368,0.0631977,1.89609
-0.0479825,0.0663195,1.89697
-0.0420313,0.0691667,1.89632
-0.0431853,0.0688714,1.88842
-0.0385231,0.0709211,1.87156
-0.0335705,0.0687027,1.87503
-0.0305827,0.0813001,1.86824
-0.0261884,0.0859586,1.86965
-0.0286604,0.0946263,1.87238
-0.0238647,0.0880808,1.87912
-0.026355,0.0911284,1.87499
-0.0346221,0.0987931,1.8652
-0.0289247,0.0937493,1.87597
-0.00196772,0.0822394,1.86766
-0.00243171,0.0813011,1.86521
0.0106042,0.0790246,1.85944
0.0311802,0.0788214,1.85673
0.0333395,0.0855095,1.84203
0.0434648,0.0903637,1.84113
0.0358563,0.0934855,1.85163
0.0408626,0.0922241,1.86077
0.0384804,0.0919373,1.86378
0.0534803,0.107469,1.83369
0.0669517,0.108489,1.83673
0.0752995,0.121393,1.80475
0.0477721,0.151668,1.76448
0.0605909,0.153002,1.76739
0.0749914,0.155751,1.76811
0.102869,0.155126,1.75409
0.108546,0.164679,1.7634
0.125035,0.155009,1.7797
0.138521,0.155427,1.79076
0.159433,0.158461,1.78277
0.159433,0.158461,1.78277
0.149464,0.161065,1.78842
0.192858,0.158648,1.76929
0.177158,0.172768,1.75042
0.210726,0.173992,1.74795
0.19124,0.168813,1.75014
0.19571,0.208234,1.71432
0.19942,0.215806,1.71122
0.201325,0.221448,1.71249
0.213261,0.219196,1.71229
0.235217,0.213442,1.72206
0.257669,0.208326,1.722
0.269146,0.206679,1.71983
0.290792,0.204649,1.71602
0.30563,0.204452,1.70409
0.321852,0.199232,1.70942
0.321107,0.211115,1.71273
0.326903,0.203611,1.7101
0.340903,0.205122,1.70977
0.336849,0.208197,1.71375
0.369089,0.196809,1.70307
0.384886,0.198876,1.69896
0.403417,0.199934,1.69715
0.411471,0.204277,1.69769
0.426957,0.201966,1.69337
0.458321,0.201625,1.6838
0.48968,0.195026,1.67907
0.508429,0.194557,1.70524
0.546397,0.193962,1.71553
0.579757,0.192112,1.71801
0.59845,0.188726,1.71627
0.627957,0.192297,1.72231
0.638956,0.194536,1.72832
0.655169,0.191341,1.74086
0.679752,0.191291,1.74157
0.68534,0.188411,1.74468
0.708865,0.187107,1.74444
0.738585,0.184182,1.74342
0.758676,0.182395,1.74801
0.786994,0.183526,1.75911
0.824173,0.176988,1.76042
0.842428,0.182829,1.75964
0.864672,0.206334,1.78146
0.889468,0.202168,1.78247
0.899196,0.208021,1.78538
0.900363,0.220774,1.78796
0.922207,0.215458,1.78496
0.953809,0.209887,1.78035
0.968066,0.211549,1.78256
0.988307,0.202414,1.77817
1.01391,0.195881,1.77252
1.03228,0.196487,1.76971
1.04253,0.198291,1.76384
1.08265,0.173129,1.74636
1.10269,0.173184,1.76188
1.12963,0.169713,1.75669
1.15596,0.167394,1.75434
1.18492,0.163916,1.75983
1.20756,0.174995,1.7153
1.23765,0.168985,1.73887
1.24885,0.181051,1.7452
1.27221,0.164984,1.73545
1.29089,0.164317,1.73644
1.32311,0.160875,1.7263
1.33258,0.168262,1.72693
1.3621,0.166989,1.7256
1.39032,0.163245,1.73043
1.39963,0.162687,1.73236
1.41802,0.14901,1.71882
1.43659,0.144518,1.69484
1.45496,0.136271,1.69133
1.47435,0.132539,1.68996
1.49424,0.122043,1.67682
1.48839,0.16728,1.68489
1.50447,0.168084,1.69301
1.51025,0.174654,1.69065
1.50486,0.178301,1.69291
1.50486,0.188573,1.70184
1.50532,0.189746,1.7042
1.50668,0.182062,1.69359
1.50718,0.182786,1.69893
1.50854,0.187032,1.69951
1.5171,0.185793,1.70084
1.52048,0.184672,1.7162
1.51617,0.180867,1.69668
1.51474,0.177899,1.69755
1.51599,0.177951,1.69759
1.5202,0.181405,1.69317
1.53142,0.178089,1.70034
1.53603,0.177369,1.70245
1.52718,0.171059,1.7283
1.54141,0.159584,1.73741
1.55117,0.16362,1.74084
1.55941,0.139479,1.74559
1.59696,0.145968,1.73363
1.61029,0.128305,1.72706
1.6262,0.127345,1.72366
1.63246,0.120699,1.73543
1.63445,0.11629,1.75057
1.65778,0.118277,1.75261
1.66296,0.11531,1.75842
1.67572,0.113576,1.76536
1.70088,0.11721,1.77478
1.70862,0.124047,1.79564
1.73121,0.125376,1.80177
1.73793,0.124763,1.8102
1.76093,0.119512,1.81525
1.76661,0.122017,1.83058
1.77476,0.117925,1.83699
1.78976,0.111464,1.84811
1.80793,0.117803,1.86609
1.82479,0.119049,1.87182
1.82836,0.129361,1.88609
1.84512,0.127822,1.9035
1.87084,0.125671,1.91338
1.8808,0.124849,1.93294
1.89268,0.130894,1.94014
1.90608,0.129062,1.94603
1.91027,0.132646,1.95137
1.91503,0.134223,1.95819
1.92068,0.137254,1.97506
1.92812,0.12663,1.98154
1.944,0.125973,1.98546
1.9552,0.124169,1.99296
1.96586,0.122538,1.99715
1.97236,0.125447,2.00667
1.98343,0.12162,2.008
1.98925,0.121319,2.02357
1.99792,0.123357,2.03888
2.00134,0.11808,2.04809
2.0165,0.119545,2.05888
2.03141,0.111006,2.06345
2.02884,0.120024,2.07472
2.03826,0.116931,2.09398
2.04202,0.117501,2.10378
2.06716,0.115801,2.11296
2.07461,0.111836,2.11764
2.08525,0.0865608,2.13377
2.09173,0.0977983,2.15315
2.10976,0.104784,2.16647
2.1082,0.100124,2.18151
2.11948,0.0998917,2.19658
2.1273,0.10309,2.19856
2.14556,0.100212,2.20159
2.15053,0.0962938,2.21468
2.165,0.10449,2.21115
2.17947,0.101133,2.2254
2.18644,0.0948169,2.23552
2.18887,0.0871775,2.24677
2.19818,0.0786634,2.25214
2.20301,0.0858549,2.25931
2.21077,0.0766749,2.26529
2.21301,0.0662028,2.27277
2.21222,0.0660468,2.27488
2.20972,0.0702219,2.27317
2.20603,0.0714154,2.27473
2.20932,0.0666512,2.27578
2.20536,0.064891,2.27759
2.20711,0.0695669,2.27919
2.2017,0.0689722,2.28344
2.19923,0.0686986,2.28564
2.20232,0.0693823,2.28299
2.20134,0.0691854,2.28298
2.2085,0.0684644,2.28029
2.20349,0.0692523,2.28266
2.20824,0.0724009,2.28437
2.21388,0.071488,2.28411
2.21294,0.0732473,2.28725
2.21319,0.0739847,2.28438
2.20572,0.0757442,2.28778
